drift_window_id,window_start,window_end,drift_type,monitored_feature,baseline_value,current_value,drift_score,drift_status,drift_warning,recalibration_recommendation,requires_review
DRIFT-WINDOW-004,2026-01-01 17:00:00,2026-01-01 20:00:00,data_drift,oxygen_saturation,96.0898,93.6106,0.7616,severe_shift,Severe shift: oxygen saturation changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-004,2026-01-01 17:00:00,2026-01-01 20:00:00,data_drift,respiratory_rate,15.0911,17.0786,0.3654,severe_shift,Severe shift: respiratory rate changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-003,2026-01-01 17:15:00,2026-01-01 20:15:00,alert_distribution_drift,alert_risk_score,0.6259,0.6076,0.859,severe_shift,Severe shift: alert risk score changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-003,2026-01-01 17:15:00,2026-01-01 20:15:00,alert_distribution_drift,alert_type_distribution,"{""anomaly_detected"": 0.3333, ""future_deterioration_risk"": 0.1111, ""multiple_risk_signals"": 0.4444, ""respiratory_rate_increase"": 0.1111}","{""anomaly_detected"": 0.0455, ""future_deterioration_risk"": 0.0152, ""multiple_risk_signals"": 0.5, ""oxygen_saturation_decline"": 0.4394}",0.4949,severe_shift,Severe shift: alert type distribution changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-003,2026-01-01 17:15:00,2026-01-01 20:15:00,alert_distribution_drift,alert_volume,4.5,66.0,1.0,severe_shift,Severe shift: alert volume changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-003,2026-01-01 17:15:00,2026-01-01 20:15:00,alert_distribution_drift,severity_distribution,"{""critical"": 0.5556, ""low"": 0.3333, ""medium"": 0.1111}","{""critical"": 0.4394, ""low"": 0.1212, ""medium"": 0.4394}",0.3283,moderate_shift,Moderate shift: severity distribution changed enough to justify review of simulated thresholds or workflow assumptions.,review_alert_logic,False
DRIFT-WINDOW-003,2026-01-01 17:15:00,2026-01-01 20:15:00,reliability_drift,reliability_alert_volume,3.0,42.5,1.0,severe_shift,Severe shift: reliability alert volume changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-003,2026-01-01 17:15:00,2026-01-01 20:15:00,reliability_drift,reliability_score,0.9674,0.8872,0.0802,stable,Stable: no meaningful reliability score shift detected in reliability drift.,no_action_needed,False
DRIFT-WINDOW-003,2026-01-01 17:15:00,2026-01-01 20:15:00,response_behavior_drift,average_response_time_minutes,21.8267,39.44,0.807,severe_shift,Severe shift: average response time minutes changed substantially and should be reviewed before relying on later simulated outputs.,review_workflow_behavior,True
DRIFT-WINDOW-003,2026-01-01 17:15:00,2026-01-01 20:15:00,response_behavior_drift,delayed_alert_rate,0.0,0.1212,0.1212,mild_shift,Mild shift: delayed alert rate changed slightly in response behavior drift; monitor the next window.,monitor_next_window,False
DRIFT-WINDOW-003,2026-01-01 17:15:00,2026-01-01 20:15:00,response_behavior_drift,ignored_alert_rate,0.1111,0.1364,0.0253,stable,Stable: no meaningful ignored alert rate shift detected in response behavior drift.,no_action_needed,False
DRIFT-WINDOW-003,2026-01-01 17:15:00,2026-01-01 20:15:00,response_behavior_drift,simulated_response_distribution,"{""accepted"": 0.3333, ""escalated"": 0.3333, ""ignored"": 0.1111, ""marked_false"": 0.1111, ""marked_useful"": 0.1111}","{""accepted"": 0.2121, ""delayed"": 0.1212, ""escalated"": 0.2576, ""ignored"": 0.1364, ""marked_false"": 0.1212, ""marked_useful"": 0.1515}",0.197,mild_shift,Mild shift: simulated response distribution changed slightly in response behavior drift; monitor the next window.,monitor_next_window,False
DRIFT-WINDOW-005,2026-01-01 20:00:00,2026-01-01 23:00:00,data_drift,heart_rate,75.0308,86.3436,0.9144,severe_shift,Severe shift: heart rate changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-005,2026-01-01 20:00:00,2026-01-01 23:00:00,data_drift,instability_score,0.1592,0.3062,0.5662,severe_shift,Severe shift: instability score changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-005,2026-01-01 20:00:00,2026-01-01 23:00:00,data_drift,oxygen_saturation,95.47,92.7349,0.9665,severe_shift,Severe shift: oxygen saturation changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-005,2026-01-01 20:00:00,2026-01-01 23:00:00,data_drift,respiratory_rate,15.588,16.7012,0.4158,severe_shift,Severe shift: respiratory rate changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-004,2026-01-01 20:15:00,2026-01-01 23:15:00,alert_distribution_drift,alert_risk_score,0.6098,0.5798,0.5917,severe_shift,Severe shift: alert risk score changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-004,2026-01-01 20:15:00,2026-01-01 23:15:00,alert_distribution_drift,alert_type_distribution,"{""anomaly_detected"": 0.08, ""future_deterioration_risk"": 0.0267, ""multiple_risk_signals"": 0.4933, ""oxygen_saturation_decline"": 0.3867, ""respiratory_rate_increase"": 0.0133}","{""anomaly_detected"": 0.0125, ""future_deterioration_risk"": 0.0625, ""multiple_risk_signals"": 0.525, ""oxygen_saturation_decline"": 0.3875, ""respiratory_rate_increase"": 0.0125}",0.0683,stable,Stable: no meaningful alert type distribution shift detected in alert distribution drift.,no_action_needed,False
DRIFT-WINDOW-004,2026-01-01 20:15:00,2026-01-01 23:15:00,alert_distribution_drift,alert_volume,25.0,80.0,1.0,severe_shift,Severe shift: alert volume changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-004,2026-01-01 20:15:00,2026-01-01 23:15:00,alert_distribution_drift,severity_distribution,"{""critical"": 0.4533, ""low"": 0.1467, ""medium"": 0.4}","{""critical"": 0.45, ""low"": 0.3875, ""medium"": 0.1625}",0.2408,moderate_shift,Moderate shift: severity distribution changed enough to justify review of simulated thresholds or workflow assumptions.,review_alert_logic,True
DRIFT-WINDOW-004,2026-01-01 20:15:00,2026-01-01 23:15:00,reliability_drift,reliability_alert_volume,18.8,61.0,1.0,severe_shift,Severe shift: reliability alert volume changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-004,2026-01-01 20:15:00,2026-01-01 23:15:00,reliability_drift,reliability_score,0.9353,0.7876,0.1477,mild_shift,Mild shift: reliability score changed slightly in reliability drift; monitor the next window.,monitor_next_window,True
DRIFT-WINDOW-004,2026-01-01 20:15:00,2026-01-01 23:15:00,response_behavior_drift,average_response_time_minutes,37.3264,71.1264,0.9055,severe_shift,Severe shift: average response time minutes changed substantially and should be reviewed before relying on later simulated outputs.,review_workflow_behavior,True
DRIFT-WINDOW-004,2026-01-01 20:15:00,2026-01-01 23:15:00,response_behavior_drift,delayed_alert_rate,0.1067,0.15,0.0433,stable,Stable: no meaningful delayed alert rate shift detected in response behavior drift.,no_action_needed,False
DRIFT-WINDOW-004,2026-01-01 20:15:00,2026-01-01 23:15:00,response_behavior_drift,ignored_alert_rate,0.1333,0.1375,0.0042,stable,Stable: no meaningful ignored alert rate shift detected in response behavior drift.,no_action_needed,False
DRIFT-WINDOW-004,2026-01-01 20:15:00,2026-01-01 23:15:00,response_behavior_drift,simulated_response_distribution,"{""accepted"": 0.2267, ""delayed"": 0.1067, ""escalated"": 0.2667, ""ignored"": 0.1333, ""marked_false"": 0.12, ""marked_useful"": 0.1467}","{""accepted"": 0.1, ""delayed"": 0.15, ""escalated"": 0.3625, ""ignored"": 0.1375, ""marked_false"": 0.1375, ""marked_useful"": 0.1125}",0.1608,mild_shift,Mild shift: simulated response distribution changed slightly in response behavior drift; monitor the next window.,monitor_next_window,False
DRIFT-WINDOW-006,2026-01-01 23:00:00,2026-01-02 02:00:00,data_drift,heart_rate,77.2934,87.5914,5.2065,severe_shift,Severe shift: heart rate changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-006,2026-01-01 23:00:00,2026-01-02 02:00:00,data_drift,instability_score,0.1886,0.462,1.2154,severe_shift,Severe shift: instability score changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-006,2026-01-01 23:00:00,2026-01-02 02:00:00,data_drift,oxygen_saturation,94.923,90.6264,3.6179,severe_shift,Severe shift: oxygen saturation changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-006,2026-01-01 23:00:00,2026-01-02 02:00:00,data_drift,respiratory_rate,15.8106,17.562,0.9558,severe_shift,Severe shift: respiratory rate changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-005,2026-01-01 23:15:00,2026-01-02 02:15:00,alert_distribution_drift,alert_risk_score,0.5943,0.7316,3.8691,severe_shift,Severe shift: alert risk score changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-005,2026-01-01 23:15:00,2026-01-02 02:15:00,alert_distribution_drift,alert_type_distribution,"{""anomaly_detected"": 0.0452, ""future_deterioration_risk"": 0.0452, ""multiple_risk_signals"": 0.5097, ""oxygen_saturation_decline"": 0.3871, ""respiratory_rate_increase"": 0.0129}","{""anomaly_detected"": 0.0182, ""multiple_risk_signals"": 0.8818, ""oxygen_saturation_decline"": 0.1}",0.3721,severe_shift,Severe shift: alert type distribution changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-005,2026-01-01 23:15:00,2026-01-02 02:15:00,alert_distribution_drift,alert_volume,38.75,110.0,1.0,severe_shift,Severe shift: alert volume changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-005,2026-01-01 23:15:00,2026-01-02 02:15:00,alert_distribution_drift,severity_distribution,"{""critical"": 0.4516, ""low"": 0.271, ""medium"": 0.2774}","{""critical"": 0.4091, ""high"": 0.4091, ""low"": 0.0182, ""medium"": 0.1636}",0.4091,severe_shift,Severe shift: severity distribution changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-005,2026-01-01 23:15:00,2026-01-02 02:15:00,reliability_drift,reliability_alert_volume,25.8333,73.0,1.0,severe_shift,Severe shift: reliability alert volume changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-005,2026-01-01 23:15:00,2026-01-02 02:15:00,reliability_drift,reliability_score,0.9107,0.845,0.0657,stable,Stable: no meaningful reliability score shift detected in reliability drift.,no_action_needed,False
DRIFT-WINDOW-005,2026-01-01 23:15:00,2026-01-02 02:15:00,response_behavior_drift,average_response_time_minutes,54.7715,17.4371,0.6816,severe_shift,Severe shift: average response time minutes changed substantially and should be reviewed before relying on later simulated outputs.,review_workflow_behavior,True
DRIFT-WINDOW-005,2026-01-01 23:15:00,2026-01-02 02:15:00,response_behavior_drift,delayed_alert_rate,0.129,0.0909,0.0381,stable,Stable: no meaningful delayed alert rate shift detected in response behavior drift.,no_action_needed,False
DRIFT-WINDOW-005,2026-01-01 23:15:00,2026-01-02 02:15:00,response_behavior_drift,ignored_alert_rate,0.1355,0.0091,0.1264,mild_shift,Mild shift: ignored alert rate changed slightly in response behavior drift; monitor the next window.,monitor_next_window,False
DRIFT-WINDOW-005,2026-01-01 23:15:00,2026-01-02 02:15:00,response_behavior_drift,simulated_response_distribution,"{""accepted"": 0.1613, ""delayed"": 0.129, ""escalated"": 0.3161, ""ignored"": 0.1355, ""marked_false"": 0.129, ""marked_useful"": 0.129}","{""accepted"": 0.1545, ""delayed"": 0.0909, ""escalated"": 0.6545, ""ignored"": 0.0091, ""marked_false"": 0.0182, ""marked_useful"": 0.0727}",0.3384,moderate_shift,Moderate shift: simulated response distribution changed enough to justify review of simulated thresholds or workflow assumptions.,review_workflow_behavior,False
DRIFT-WINDOW-007,2026-01-02 02:00:00,2026-01-02 05:00:00,data_drift,heart_rate,79.0097,80.1819,0.3689,severe_shift,Severe shift: heart rate changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-007,2026-01-02 02:00:00,2026-01-02 05:00:00,data_drift,instability_score,0.2342,0.5894,1.9395,severe_shift,Severe shift: instability score changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-007,2026-01-02 02:00:00,2026-01-02 05:00:00,data_drift,oxygen_saturation,94.2069,88.8846,3.2104,severe_shift,Severe shift: oxygen saturation changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-007,2026-01-02 02:00:00,2026-01-02 05:00:00,data_drift,respiratory_rate,16.1025,17.169,1.0541,severe_shift,Severe shift: respiratory rate changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-006,2026-01-02 02:15:00,2026-01-02 05:15:00,alert_distribution_drift,alert_risk_score,0.6513,0.8501,3.8832,severe_shift,Severe shift: alert risk score changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-006,2026-01-02 02:15:00,2026-01-02 05:15:00,alert_distribution_drift,alert_type_distribution,"{""anomaly_detected"": 0.034, ""future_deterioration_risk"": 0.0264, ""multiple_risk_signals"": 0.6642, ""oxygen_saturation_decline"": 0.2679, ""respiratory_rate_increase"": 0.0075}","{""multiple_risk_signals"": 1.0}",0.3358,moderate_shift,Moderate shift: alert type distribution changed enough to justify review of simulated thresholds or workflow assumptions.,review_alert_logic,True
DRIFT-WINDOW-006,2026-01-02 02:15:00,2026-01-02 05:15:00,alert_distribution_drift,alert_volume,53.0,108.0,1.0,severe_shift,Severe shift: alert volume changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-006,2026-01-02 02:15:00,2026-01-02 05:15:00,alert_distribution_drift,severity_distribution,"{""critical"": 0.434, ""high"": 0.1698, ""low"": 0.166, ""medium"": 0.2302}","{""critical"": 0.7593, ""high"": 0.2315, ""medium"": 0.0093}",0.387,severe_shift,Severe shift: severity distribution changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-006,2026-01-02 02:15:00,2026-01-02 05:15:00,reliability_drift,reliability_alert_volume,37.625,72.0,0.9136,severe_shift,Severe shift: reliability alert volume changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-006,2026-01-02 02:15:00,2026-01-02 05:15:00,reliability_drift,reliability_score,0.8943,0.8657,0.0286,stable,Stable: no meaningful reliability score shift detected in reliability drift.,no_action_needed,False
DRIFT-WINDOW-006,2026-01-02 02:15:00,2026-01-02 05:15:00,response_behavior_drift,average_response_time_minutes,39.2742,5.2949,0.8652,severe_shift,Severe shift: average response time minutes changed substantially and should be reviewed before relying on later simulated outputs.,review_workflow_behavior,True
DRIFT-WINDOW-006,2026-01-02 02:15:00,2026-01-02 05:15:00,response_behavior_drift,delayed_alert_rate,0.1132,0.0,0.1132,mild_shift,Mild shift: delayed alert rate changed slightly in response behavior drift; monitor the next window.,monitor_next_window,False
DRIFT-WINDOW-006,2026-01-02 02:15:00,2026-01-02 05:15:00,response_behavior_drift,ignored_alert_rate,0.083,0.0093,0.0737,stable,Stable: no meaningful ignored alert rate shift detected in response behavior drift.,no_action_needed,False
DRIFT-WINDOW-006,2026-01-02 02:15:00,2026-01-02 05:15:00,response_behavior_drift,simulated_response_distribution,"{""accepted"": 0.1585, ""delayed"": 0.1132, ""escalated"": 0.4566, ""ignored"": 0.083, ""marked_false"": 0.083, ""marked_useful"": 0.1057}","{""accepted"": 0.1667, ""escalated"": 0.7407, ""ignored"": 0.0093, ""marked_useful"": 0.0833}",0.2923,moderate_shift,Moderate shift: simulated response distribution changed enough to justify review of simulated thresholds or workflow assumptions.,review_workflow_behavior,True
DRIFT-WINDOW-008,2026-01-02 05:00:00,2026-01-02 08:00:00,data_drift,heart_rate,79.1772,80.3422,0.3796,severe_shift,Severe shift: heart rate changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-008,2026-01-02 05:00:00,2026-01-02 08:00:00,data_drift,instability_score,0.2849,0.7285,2.4954,severe_shift,Severe shift: instability score changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-008,2026-01-02 05:00:00,2026-01-02 08:00:00,data_drift,oxygen_saturation,93.4465,86.6853,3.1305,severe_shift,Severe shift: oxygen saturation changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-008,2026-01-02 05:00:00,2026-01-02 08:00:00,data_drift,respiratory_rate,16.2549,18.1699,1.7499,severe_shift,Severe shift: respiratory rate changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-007,2026-01-02 05:15:00,2026-01-02 08:15:00,alert_distribution_drift,alert_risk_score,0.7089,0.8931,2.4246,severe_shift,Severe shift: alert risk score changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-007,2026-01-02 05:15:00,2026-01-02 08:15:00,alert_distribution_drift,alert_type_distribution,"{""anomaly_detected"": 0.0241, ""future_deterioration_risk"": 0.0188, ""multiple_risk_signals"": 0.7614, ""oxygen_saturation_decline"": 0.1903, ""respiratory_rate_increase"": 0.0054}","{""anomaly_detected"": 0.0096, ""future_deterioration_risk"": 0.0096, ""multiple_risk_signals"": 0.9808}",0.2194,moderate_shift,Moderate shift: alert type distribution changed enough to justify review of simulated thresholds or workflow assumptions.,review_alert_logic,True
DRIFT-WINDOW-007,2026-01-02 05:15:00,2026-01-02 08:15:00,alert_distribution_drift,alert_volume,62.1667,104.0,0.6729,severe_shift,Severe shift: alert volume changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-007,2026-01-02 05:15:00,2026-01-02 08:15:00,alert_distribution_drift,severity_distribution,"{""critical"": 0.5282, ""high"": 0.1877, ""low"": 0.118, ""medium"": 0.1662}","{""critical"": 0.9904, ""low"": 0.0096}",0.4622,severe_shift,Severe shift: severity distribution changed substantially and should be reviewed before relying on later simulated outputs.,review_alert_logic,True
DRIFT-WINDOW-007,2026-01-02 05:15:00,2026-01-02 08:15:00,reliability_drift,reliability_alert_volume,41.4444,52.0,0.2547,moderate_shift,Moderate shift: reliability alert volume changed enough to justify review of simulated thresholds or workflow assumptions.,review_thresholds,True
DRIFT-WINDOW-007,2026-01-02 05:15:00,2026-01-02 08:15:00,reliability_drift,reliability_score,0.8911,0.9222,0.0311,stable,Stable: no meaningful reliability score shift detected in reliability drift.,no_action_needed,False
DRIFT-WINDOW-007,2026-01-02 05:15:00,2026-01-02 08:15:00,response_behavior_drift,average_response_time_minutes,29.4357,3.2778,0.8886,severe_shift,Severe shift: average response time minutes changed substantially and should be reviewed before relying on later simulated outputs.,review_workflow_behavior,True
DRIFT-WINDOW-007,2026-01-02 05:15:00,2026-01-02 08:15:00,response_behavior_drift,delayed_alert_rate,0.0804,0.0,0.0804,stable,Stable: no meaningful delayed alert rate shift detected in response behavior drift.,no_action_needed,False
DRIFT-WINDOW-007,2026-01-02 05:15:00,2026-01-02 08:15:00,response_behavior_drift,ignored_alert_rate,0.0617,0.0,0.0617,stable,Stable: no meaningful ignored alert rate shift detected in response behavior drift.,no_action_needed,False
DRIFT-WINDOW-007,2026-01-02 05:15:00,2026-01-02 08:15:00,response_behavior_drift,simulated_response_distribution,"{""accepted"": 0.1609, ""delayed"": 0.0804, ""escalated"": 0.5389, ""ignored"": 0.0617, ""marked_false"": 0.059, ""marked_useful"": 0.0992}","{""accepted"": 0.2404, ""escalated"": 0.625, ""marked_useful"": 0.1346}",0.2011,moderate_shift,Moderate shift: simulated response distribution changed enough to justify review of simulated thresholds or workflow assumptions.,review_workflow_behavior,True
DRIFT-WINDOW-009,2026-01-02 08:00:00,2026-01-02 11:00:00,data_drift,heart_rate,79.3228,76.832,6.0931,severe_shift,Severe shift: heart rate changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-009,2026-01-02 08:00:00,2026-01-02 11:00:00,data_drift,instability_score,0.3404,0.6859,7.5414,severe_shift,Severe shift: instability score changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-009,2026-01-02 08:00:00,2026-01-02 11:00:00,data_drift,oxygen_saturation,92.6014,87.242,7.5118,severe_shift,Severe shift: oxygen saturation changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
DRIFT-WINDOW-009,2026-01-02 08:00:00,2026-01-02 11:00:00,data_drift,respiratory_rate,16.4943,20.274,6.103,severe_shift,Severe shift: respiratory rate changed substantially and should be reviewed before relying on later simulated outputs.,retraining_review_recommended,True
